w1,w2,bigram,count,probability
comparable,hotels,comparable hotels,2,0.3333333333333333
chic,<UNK>,chic <UNK>,2,0.3333333333333333
plan,to,plan to,3,0.3333333333333333
value,for,value for,6,0.3333333333333333
michigan,ave,michigan ave,27,0.32926829268292684
work,.,work .,18,0.32727272727272727
of,the,of the,343,0.32697807435653004
year,old,year old,12,0.32432432432432434
experience,.,experience .,23,0.323943661971831
in,the,in the,406,0.32247815726767276
talbott,.,talbott .,9,0.32142857142857145
sleep,.,sleep .,9,0.32142857142857145
city,.,city .,25,0.32051282051282054
by,the,by the,52,0.31901840490797545
paid,for,paid for,14,0.3181818181818182
michigan,avenue,michigan avenue,26,0.3170731707317073
tell,you,tell you,6,0.3157894736842105
happy,hour,happy hour,6,0.3157894736842105
size,bed,size bed,11,0.3142857142857143
thank,you,thank you,5,0.3125
issue,.,issue .,5,0.3125
system,and,system and,5,0.3125
major,<UNK>,major <UNK>,5,0.3125
future,.,future .,5,0.3125
loved,it,loved it,14,0.3111111111111111
decor,is,decor is,9,0.3103448275862069
disappointed,.,disappointed .,9,0.3103448275862069
wait,to,wait to,9,0.3103448275862069
views,of,views of,8,0.3076923076923077
son,and,son and,4,0.3076923076923077
complain,",","complain ,",4,0.3076923076923077
bedroom,and,bedroom and,4,0.3076923076923077
living,area,living area,4,0.3076923076923077
side,of,side of,7,0.30434782608695654
town,.,town .,7,0.30434782608695654
short,walk,short walk,7,0.30434782608695654
rock,hotel,rock hotel,10,0.30303030303030304
definitely,stay,definitely stay,16,0.3018867924528302
impressed,with,impressed with,6,0.3
confirmation,with,confirmation with,3,0.3
comfy,beds,comfy beds,6,0.3
traveler,and,traveler and,3,0.3
top,of,top of,12,0.3
stated,that,stated that,3,0.3
dated,.,dated .,3,0.3
furnished,with,furnished with,3,0.3
bags,and,bags and,3,0.3
lake,michigan,lake michigan,9,0.3
mall,.,mall .,3,0.3
information,about,information about,3,0.3
saturday,night,saturday night,3,0.3
dated,and,dated and,3,0.3
%,<UNK>,% <UNK>,3,0.3
liked,it,liked it,3,0.3
maker,in,maker in,3,0.3
appointed,",","appointed ,",3,0.3
maker,",","maker ,",3,0.3
touches,such,touches such,3,0.3
myself,and,myself and,3,0.3
sink,and,sink and,3,0.3
appointed,.,appointed .,3,0.3
regular,room,regular room,3,0.3
write,a,write a,3,0.3
met,with,met with,3,0.3
return,.,return .,8,0.2962962962962963
daughter,and,daughter and,5,0.29411764705882354
paying,for,paying for,5,0.29411764705882354
air,conditioner,air conditioner,7,0.2916666666666667
years,.,years .,7,0.2916666666666667
tower,.,tower .,9,0.2903225806451613
such,as,such as,11,0.2894736842105263
when,we,when we,79,0.2893772893772894
turned,it,turned it,2,0.2857142857142857
base,for,base for,2,0.2857142857142857
tired,.,tired .,4,0.2857142857142857
luck,.,luck .,2,0.2857142857142857
customers,.,customers .,2,0.2857142857142857
giving,this,giving this,2,0.2857142857142857
onto,a,onto a,2,0.2857142857142857
shuttle,!,shuttle !,2,0.2857142857142857
spot,on,spot on,2,0.2857142857142857
issues,.,issues .,4,0.2857142857142857
european,charm,european charm,2,0.2857142857142857
relaxing,and,relaxing and,2,0.2857142857142857
hotwire,for,hotwire for,2,0.2857142857142857
seriously,",","seriously ,",2,0.2857142857142857
disappointment,for,disappointment for,2,0.2857142857142857
yeah,!,yeah !,2,0.2857142857142857
yeah,",","yeah ,",2,0.2857142857142857
spot,for,spot for,2,0.2857142857142857
rating,.,rating .,2,0.2857142857142857
turned,out,turned out,2,0.2857142857142857
means,.,means .,2,0.2857142857142857
luck,with,luck with,2,0.2857142857142857
please,.,please .,2,0.2857142857142857
deliver,the,deliver the,2,0.2857142857142857
comes,to,comes to,2,0.2857142857142857
real,<UNK>,real <UNK>,2,0.2857142857142857
showed,up,showed up,2,0.2857142857142857
question,.,question .,2,0.2857142857142857
means,",","means ,",2,0.2857142857142857
warm,",","warm ,",6,0.2857142857142857
westin,and,westin and,2,0.2857142857142857
museum,",","museum ,",2,0.2857142857142857
gold,member,gold member,2,0.2857142857142857
atmosphere,.,atmosphere .,2,0.2857142857142857
similar,<UNK>,similar <UNK>,2,0.2857142857142857
basic,<UNK>,basic <UNK>,2,0.2857142857142857
lunch,and,lunch and,2,0.2857142857142857
bites,",","bites ,",2,0.2857142857142857
read,more,read more,6,0.2857142857142857
correct,.,correct .,2,0.2857142857142857
renovations,in,renovations in,2,0.2857142857142857
request,a,request a,6,0.2857142857142857
rating,",","rating ,",2,0.2857142857142857
hancock,building,hancock building,2,0.2857142857142857
response,.,response .,2,0.2857142857142857
comes,from,comes from,2,0.2857142857142857
seriously,.,seriously .,2,0.2857142857142857
grant,them,grant them,2,0.2857142857142857
handle,it,handle it,2,0.2857142857142857
blanket,",","blanket ,",2,0.2857142857142857
fruit,<UNK>,fruit <UNK>,2,0.2857142857142857
clothes,.,clothes .,2,0.2857142857142857
break,.,break .,2,0.2857142857142857
westin,or,westin or,2,0.2857142857142857
sofa,.,sofa .,4,0.2857142857142857
subway,.,subway .,2,0.2857142857142857
queen,bed,queen bed,2,0.2857142857142857
december,",","december ,",2,0.2857142857142857
chose,this,chose this,4,0.2857142857142857
fruit,",","fruit ,",2,0.2857142857142857
roof,of,roof of,2,0.2857142857142857
atmosphere,and,atmosphere and,2,0.2857142857142857
prefer,it,prefer it,2,0.2857142857142857
regency,chicago,regency chicago,2,0.2857142857142857
usual,``,usual ``,2,0.2857142857142857
annoyed,that,annoyed that,2,0.2857142857142857
offers,a,offers a,2,0.2857142857142857
onto,the,onto the,2,0.2857142857142857
annoyed,.,annoyed .,2,0.2857142857142857
apology,.,apology .,2,0.2857142857142857
similar,to,similar to,2,0.2857142857142857
fresh,and,fresh and,4,0.2857142857142857
hotwire,",","hotwire ,",2,0.2857142857142857
hesitation,.,hesitation .,2,0.2857142857142857
bright,room,bright room,2,0.2857142857142857
treat,.,treat .,2,0.2857142857142857
premium,price,premium price,2,0.2857142857142857
december,and,december and,2,0.2857142857142857
hair,in,hair in,2,0.2857142857142857
superb,.,superb .,4,0.2857142857142857
hair,<UNK>,hair <UNK>,2,0.2857142857142857
base,<UNK>,base <UNK>,2,0.2857142857142857
basically,",","basically ,",2,0.2857142857142857
replaced,.,replaced .,2,0.2857142857142857
shuttle,to,shuttle to,2,0.2857142857142857
month,.,month .,2,0.2857142857142857
wireless,internet,wireless internet,2,0.2857142857142857
record,of,record of,2,0.2857142857142857
wireless,was,wireless was,2,0.2857142857142857
!,!,! !,147,0.2826923076923077
let,me,let me,9,0.28125
try,to,try to,9,0.28125
trip,to,trip to,16,0.2807017543859649
way,to,way to,16,0.2807017543859649
given,a,given a,7,0.28
walked,to,walked to,7,0.28
evening,.,evening .,7,0.28
looking,for,looking for,12,0.27906976744186046
outside,the,outside the,5,0.2777777777777778
doorman,",","doorman ,",5,0.2777777777777778
visit,.,visit .,10,0.2777777777777778
delivered,to,delivered to,5,0.2777777777777778
value,.,value .,5,0.2777777777777778
&,<UNK>,& <UNK>,13,0.2765957446808511
mile,",","mile ,",13,0.2765957446808511
since,i,since i,11,0.275
leaving,a,leaving a,3,0.2727272727272727
awesome,.,awesome .,3,0.2727272727272727
party,.,party .,3,0.2727272727272727
money,.,money .,9,0.2727272727272727
taxi,to,taxi to,3,0.2727272727272727
towers,",","towers ,",3,0.2727272727272727
frequent,traveler,frequent traveler,3,0.2727272727272727
elegant,.,elegant .,3,0.2727272727272727
dining,room,dining room,3,0.2727272727272727
anywhere,else,anywhere else,3,0.2727272727272727
seen,in,seen in,3,0.2727272727272727
understand,that,understand that,3,0.2727272727272727
checkout,",","checkout ,",3,0.2727272727272727
terrific,.,terrific .,3,0.2727272727272727
towers,.,towers .,3,0.2727272727272727
spend,the,spend the,3,0.2727272727272727
luggage,.,luggage .,3,0.2727272727272727
thin,walls,thin walls,3,0.2727272727272727
sitting,room,sitting room,3,0.2727272727272727
served,in,served in,3,0.2727272727272727
polite,and,polite and,3,0.2727272727272727
non-smoking,.,non-smoking .,3,0.2727272727272727
frequent,<UNK>,frequent <UNK>,3,0.2727272727272727
incredible,.,incredible .,3,0.2727272727272727
stuff,.,stuff .,3,0.2727272727272727
needs,to,needs to,3,0.2727272727272727
requests,",","requests ,",3,0.2727272727272727
elegant,",","elegant ,",3,0.2727272727272727
requests,.,requests .,3,0.2727272727272727
suites,are,suites are,3,0.2727272727272727
visiting,chicago,visiting chicago,3,0.2727272727272727
needs,some,needs some,3,0.2727272727272727
which,was,which was,48,0.2727272727272727
situation,.,situation .,3,0.2727272727272727
thin,.,thin .,3,0.2727272727272727
here,again,here again,44,0.2716049382716049
out,of,out of,53,0.27040816326530615
arrived,at,arrived at,17,0.2698412698412698
under,the,under the,7,0.2692307692307692
does,n't,does n't,8,0.26666666666666666
fridge,",","fridge ,",4,0.26666666666666666
music,<UNK>,music <UNK>,4,0.26666666666666666
recommended,.,recommended .,4,0.26666666666666666
chair,.,chair .,4,0.26666666666666666
treated,us,treated us,4,0.26666666666666666
plus,side,plus side,4,0.26666666666666666
knew,this,knew this,4,0.26666666666666666
friend,and,friend and,4,0.26666666666666666
along,with,along with,4,0.26666666666666666
along,the,along the,4,0.26666666666666666
music,.,music .,4,0.26666666666666666
located,in,located in,8,0.26666666666666666
treated,like,treated like,4,0.26666666666666666
returned,to,returned to,9,0.2647058823529412
when,i,when i,72,0.26373626373626374
wedding,<UNK>,wedding <UNK>,5,0.2631578947368421
kimpton,hotel,kimpton hotel,5,0.2631578947368421
buffet,was,buffet was,5,0.2631578947368421
loop,",","loop ,",5,0.2631578947368421
well,.,well .,27,0.2621359223300971
side,",","side ,",6,0.2608695652173913
towels,",","towels ,",6,0.2608695652173913
pretty,<UNK>,pretty <UNK>,6,0.2608695652173913
across,from,across from,6,0.2608695652173913
),.,) .,91,0.25925925925925924
website,",","website ,",7,0.25925925925925924
above,and,above and,7,0.25925925925925924
used,to,used to,9,0.2571428571428571
available,.,available .,9,0.2571428571428571
comfortable,.,comfortable .,29,0.25663716814159293
perfect,.,perfect .,10,0.2564102564102564
perfect,for,perfect for,10,0.2564102564102564
river,.,river .,11,0.2558139534883721
around,the,around the,12,0.2553191489361702
mile,.,mile .,12,0.2553191489361702
've,stayed,'ve stayed,14,0.2545454545454545
got,a,got a,31,0.2540983606557377
staff,was,staff was,68,0.2537313432835821
an,<UNK>,an <UNK>,56,0.25112107623318386
sliding,<UNK>,sliding <UNK>,1,0.25
affina,again,affina again,1,0.25
tremendous,",","tremendous ,",1,0.25
locations,in,locations in,1,0.25
west,tower,west tower,1,0.25
terrace,was,terrace was,1,0.25
incompetent,.,incompetent .,1,0.25
unhelpful,and,unhelpful and,1,0.25
queens,),queens ),1,0.25
painted,<UNK>,painted <UNK>,1,0.25
throw,pillows,throw pillows,1,0.25
effort,has,effort has,1,0.25
zest,",","zest ,",1,0.25
taxes,for,taxes for,1,0.25
comparison,.,comparison .,1,0.25
reach,new,reach new,1,0.25
equipment,is,equipment is,1,0.25
worn,and,worn and,2,0.25
attractive,.,attractive .,1,0.25
centre,.,centre .,2,0.25
-the,concierge,-the concierge,1,0.25
inviting,...,inviting ...,1,0.25
hold,for,hold for,3,0.25
visited,.,visited .,1,0.25
promised,.,promised .,2,0.25
seating,area,seating area,1,0.25
thank,god,thank god,4,0.25
well-appointed,.,well-appointed .,1,0.25
funky,with,funky with,1,0.25
martini,menu,martini menu,1,0.25
half,the,half the,4,0.25
families,and,families and,1,0.25
paint,<UNK>,paint <UNK>,1,0.25
school,!,school !,1,0.25
try,the,try the,8,0.25
provide,``,provide ``,1,0.25
truth,.,truth .,1,0.25
monday,morning,monday morning,1,0.25
fallen,so,fallen so,1,0.25
required,at,required at,1,0.25
fix,the,fix the,2,0.25
seven,day,seven day,1,0.25
honestly,do,honestly do,1,0.25
multiple,requests,multiple requests,1,0.25
rooftop,next,rooftop next,1,0.25
hesitate,at,hesitate at,1,0.25
locations,.,locations .,1,0.25
nowhere,near,nowhere near,1,0.25
recent,stay,recent stay,1,0.25
equipment,with,equipment with,1,0.25
comparison,was,comparison was,1,0.25
tickets,",","tickets ,",1,0.25
correctly,",","correctly ,",1,0.25
throw,a,throw a,1,0.25
resturant,-,resturant -,1,0.25
concern,-,concern -,1,0.25
road,side,road side,1,0.25
worried,looking,worried looking,1,0.25
claimed,it,claimed it,1,0.25
winter,weather,winter weather,1,0.25
hrs,<UNK>,hrs <UNK>,1,0.25
honors,person,honors person,1,0.25
address,",","address ,",1,0.25
sense,of,sense of,1,0.25
ie,:,ie :,1,0.25
honeymoon,and,honeymoon and,1,0.25
dry,cleaning,dry cleaning,1,0.25
birthday,weekend,birthday weekend,2,0.25
reach,by,reach by,1,0.25
inviting,.,inviting .,1,0.25
honor,bar,honor bar,2,0.25
funky,<UNK>,funky <UNK>,1,0.25
passes,at,passes at,1,0.25
field,museum,field museum,1,0.25
overnight,with,overnight with,1,0.25
tough,.,tough .,1,0.25
cheerful,office,cheerful office,1,0.25
typical,irish,typical irish,1,0.25
clock,was,clock was,1,0.25
pulled,away,pulled away,1,0.25
awful,hotel,awful hotel,1,0.25
february,.,february .,1,0.25
affina,was,affina was,1,0.25
<num>/<num>/<num>,to,<num>/<num>/<num> to,1,0.25
<num>/<num>/<num>,and,<num>/<num>/<num> and,1,0.25
south,of,south of,2,0.25
valet,parking,valet parking,7,0.25
],line,] line,1,0.25
entering,or,entering or,1,0.25
ie,the,ie the,1,0.25
incompetent,service,incompetent service,1,0.25
ran,out,ran out,1,0.25
miss,their,miss their,1,0.25
passes,in,passes in,1,0.25
bottom,line,bottom line,2,0.25
planned,",","planned ,",1,0.25
nicest,hotel,nicest hotel,1,0.25
shows,is,shows is,1,0.25
locations,that,locations that,1,0.25
chance,of,chance of,1,0.25
south,michigan,south michigan,2,0.25
wants,comfort,wants comfort,1,0.25
hrs,later,hrs later,1,0.25
reach,of,reach of,1,0.25
drain,.,drain .,1,0.25
operator,who,operator who,1,0.25
occasions,when,occasions when,1,0.25
outdated,.,outdated .,1,0.25
gross,and,gross and,1,0.25
event,.,event .,2,0.25
ran,every,ran every,1,0.25
chance,to,chance to,1,0.25
honeymoon,in,honeymoon in,1,0.25
honeymoon,up,honeymoon up,1,0.25
awful,luck,awful luck,1,0.25
pre-paid,reservation,pre-paid reservation,1,0.25
snack,from,snack from,1,0.25
truth,is,truth is,1,0.25
streets,are,streets are,1,0.25
<num>/<num>/<num>,",","<num>/<num>/<num> ,",1,0.25
facilities,the,facilities the,1,0.25
during,our,during our,12,0.25
ambiance,to,ambiance to,1,0.25
rental,;,rental ;,1,0.25
in-laws,booked,in-laws booked,1,0.25
eve,for,eve for,1,0.25
cabs,upon,cabs upon,1,0.25
newer,(,newer (,1,0.25
swim,in,swim in,1,0.25
departure,from,departure from,1,0.25
representative,prior,representative prior,1,0.25
hip,without,hip without,1,0.25
talk,about,talk about,2,0.25
terrace,(,terrace (,1,0.25
pre-paid,",","pre-paid ,",1,0.25
throw,it,throw it,1,0.25
throw,us,throw us,1,0.25
bare,mattress,bare mattress,1,0.25
local,<UNK>,local <UNK>,1,0.25
remote,employee,remote employee,1,0.25
additional,<UNK>,additional <UNK>,3,0.25
pulled,back,pulled back,1,0.25
training,or,training or,1,0.25
finding,a,finding a,1,0.25
snacks,for,snacks for,1,0.25
desired,reservation,desired reservation,1,0.25
plate,for,plate for,1,0.25
noon,and,noon and,1,0.25
headed,shower,headed shower,1,0.25
training,school,training school,1,0.25
school,to,school to,1,0.25
ample,closet,ample closet,1,0.25
degrees,",","degrees ,",2,0.25
connection,location,connection location,1,0.25
promise,'',promise '',1,0.25
champagne,in,champagne in,1,0.25
guys,were,guys were,1,0.25
nicest,men,nicest men,1,0.25
purchased,it,purchased it,1,0.25
unfriendly,desk,unfriendly desk,1,0.25
attendant,.,attendant .,1,0.25
inch,of,inch of,1,0.25
passes,.,passes .,1,0.25
numerous,<UNK>,numerous <UNK>,1,0.25
remote,<UNK>,remote <UNK>,1,0.25
provide,the,provide the,1,0.25
funky,toilet,funky toilet,1,0.25
strong,coffee,strong coffee,1,0.25
dingy,tub,dingy tub,1,0.25
cell,.,cell .,1,0.25
paint,on,paint on,1,0.25
phones,in,phones in,1,0.25
convenient,location,convenient location,5,0.25
remember,being,remember being,1,0.25
unprofessional,<UNK>,unprofessional <UNK>,1,0.25
terms,.,terms .,1,0.25
unacceptable,for,unacceptable for,1,0.25
radio,did,radio did,1,0.25
switched,our,switched our,1,0.25
corrected,him,corrected him,1,0.25
stylish,",","stylish ,",1,0.25
children,.,children .,1,0.25
families,",","families ,",1,0.25
forgot,<UNK>,forgot <UNK>,1,0.25
inviting,and,inviting and,1,0.25
report,with,report with,1,0.25
yelling,at,yelling at,1,0.25
disappointing,stay,disappointing stay,3,0.25
laid,off,laid off,1,0.25
reported,the,reported the,1,0.25
file,a,file a,1,0.25
serve,you,serve you,1,0.25
downside,was,downside was,1,0.25
pet,friendly,pet friendly,1,0.25
address,when,address when,1,0.25
claim,because,claim because,1,0.25
in-laws,spent,in-laws spent,1,0.25
event,that,event that,2,0.25
claimed,``,claimed ``,1,0.25
confirmed,the,confirmed the,2,0.25
sorry,and,sorry and,1,0.25
talking,and,talking and,1,0.25
answer,for,answer for,1,0.25
specifically,asking,specifically asking,1,0.25
ceiling,the,ceiling the,1,0.25
training,<UNK>,training <UNK>,1,0.25
serve,the,serve the,1,0.25
shut,it,shut it,1,0.25
months,and,months and,2,0.25
highlight,.,highlight .,1,0.25
representative,even,representative even,1,0.25
outdated,for,outdated for,1,0.25
operator,and,operator and,1,0.25
ie,finding,ie finding,1,0.25
stops,on,stops on,1,0.25
fallen,behind,fallen behind,1,0.25
representative,was,representative was,1,0.25
shocked,'',shocked '',1,0.25
refrigerator,--,refrigerator --,1,0.25
bare,.,bare .,1,0.25
finding,restaurants,finding restaurants,1,0.25
snack,.,snack .,1,0.25
courteous,.,courteous .,2,0.25
rental,.,rental .,1,0.25
exposed,.,exposed .,1,0.25
supply,the,supply the,1,0.25
teenager,or,teenager or,1,0.25
file,an,file an,1,0.25
report,'',report '',1,0.25
claim,with,claim with,1,0.25
toast,and,toast and,1,0.25
newer,hotel,newer hotel,1,0.25
movie,options,movie options,1,0.25
ceiling,light,ceiling light,1,0.25
ourselves,and,ourselves and,1,0.25
agent,",","agent ,",1,0.25
concern,for,concern for,1,0.25
standards,.,standards .,1,0.25
insult,they,insult they,1,0.25
tickets,in,tickets in,1,0.25
general,manager,general manager,3,0.25
accessible,via,accessible via,1,0.25
dry,with,dry with,1,0.25
present,.,present .,1,0.25
tremendous,problem,tremendous problem,1,0.25
concern,if,concern if,1,0.25
posted,",","posted ,",1,0.25
drain,either,drain either,1,0.25
shocked,that,shocked that,1,0.25
incredibly,<UNK>,incredibly <UNK>,3,0.25
mark,on,mark on,1,0.25
taxes,",","taxes ,",1,0.25
phones,at,phones at,1,0.25
mother,",","mother ,",1,0.25
ourselves,-,ourselves -,1,0.25
remote,would,remote would,1,0.25
possibly,need,possibly need,1,0.25
gorgeous,pool,gorgeous pool,2,0.25
